Station Name,District,Longitude,Unnamed: 4,Unnamed: 5,Latitude ,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,Unnamed: 68,Unnamed: 69
DUNGLA,CHITTORGARH,"240 31"" N",24.0,31.0,"740 20"" E",74.0,20.0,24.344444444444445,74.22222222222223,698.0,760.0,718.0,503.0,927.0,532.0,1053.0,826.0,825.0,613.0,,546.0,454.0,449.3,507.0,656.0,1005.0,396.0,1051.0,675.0,913.5,611.0,859.0,817.0,451.0,615.0,547.0,562.0,880.0,815.0,625.0,669.0,882.0,611.0,970.0,722.0,1001.0,992.0,811.0,1638.2,539.9,699.0,826.5,818.0,758.0,841.0,,624.0,661.1,875.0,886.0,1189.7,620.0,620.0,992.0,710.7,,
GANGRAR,CHITTORGARH,"250 03"" N",25.0,3.0,"740 37"" E",74.0,37.0,25.033333333333335,74.41111111111111,720.0,880.0,546.0,505.0,719.0,605.0,977.0,650.0,1044.0,554.0,,768.0,439.0,1084.0,703.0,865.0,1120.0,589.0,1116.4,597.0,783.0,960.0,910.0,914.0,694.0,441.0,749.0,694.0,526.6,866.5,810.8,43.2,489.7,617.4,566.7,744.5,818.0,983.0,718.0,1081.0,478.7,654.0,934.0,628.0,752.0,569.0,,461.0,668.0,415.0,448.0,777.6,533.0,533.0,848.0,727.9,,
KAPASAN ,CHITTORGARH,"240 53"" N",24.0,53.0,"740 19"" E",74.0,19.0,24.58888888888889,74.21111111111111,836.0,903.0,786.0,457.0,468.0,551.0,708.0,793.0,797.0,446.0,,835.0,361.5,721.0,465.0,853.0,724.0,609.0,797.0,340.0,881.0,785.0,890.0,950.0,680.0,474.0,522.0,666.0,597.0,656.0,590.0,635.0,633.6,566.0,804.0,711.0,1220.0,829.7,662.4,1223.0,417.0,426.0,927.0,578.0,412.9,547.6,,389.2,634.9,601.1,550.7,546.3,445.0,445.0,582.0,545.0,,
NIMBAHERA,CHITTORGARH,"240 37"" N",24.0,37.0,"740 42"" E",74.0,42.0,24.41111111111111,74.46666666666667,1138.0,1119.0,891.0,600.0,905.0,728.0,1378.0,787.0,881.0,887.8,,666.0,542.8,650.0,607.0,579.0,1043.0,515.0,910.0,719.0,1167.0,882.2,1075.2,975.0,459.0,734.0,826.0,613.0,958.0,983.8,937.0,629.0,838.0,746.0,921.0,755.0,1011.0,803.3,713.1,2263.2,852.5,802.8,785.1,1026.1,720.9,1050.9,,616.0,1018.0,842.9,618.1,1043.0,716.0,716.0,783.0,543.8,,
RASHMI,CHITTORGARH,"250 04"" N",25.0,4.0,"740 21"" E",74.0,21.0,25.044444444444444,74.23333333333333,793.0,796.0,655.0,,534.0,601.0,734.0,742.0,705.0,708.0,,650.0,469.4,723.4,372.0,571.2,981.2,,,,,,,815.2,637.5,418.0,536.2,473.0,663.0,775.6,960.9,468.0,512.4,765.3,690.9,966.8,971.9,734.6,613.2,1465.7,364.6,600.8,1198.6,567.0,669.0,492.1,,433.0,675.0,670.8,492.0,805.0,679.0,679.7,848.0,662.0,,
BHAINSRODGARH,CHITTORGARH,"240 58"" N",24.0,58.0,"750 32"" E",75.0,32.0,24.644444444444446,75.35555555555555,657.0,812.0,693.0,,999.0,871.0,1463.0,773.0,1408.0,820.0,,907.6,577.0,618.2,553.0,938.0,1068.0,1312.0,1147.0,761.0,755.0,599.0,722.0,581.0,762.0,617.5,840.0,861.8,638.0,259.0,1272.0,422.0,504.8,772.6,946.8,516.0,1259.0,634.7,973.0,916.8,,,,,,,,,,,814.0,1402.5,651.0,651.0,1191.2,676.9,,
BHOPALSAGAR,CHITTORGARH,"240 05"" N",24.0,5.0,"740 11"" E",74.0,11.0,24.055555555555557,74.12222222222222,535.0,509.0,517.0,,354.5,676.0,746.0,874.0,740.0,393.0,,553.0,468.0,467.0,436.0,502.0,817.0,450.0,735.0,284.0,802.0,726.0,688.0,1010.0,598.0,262.0,520.0,520.0,729.0,660.0,497.0,445.0,568.0,544.0,693.0,488.0,674.0,655.0,506.0,1332.0,344.0,336.0,652.0,567.0,501.8,713.0,,401.9,495.3,439.9,676.2,765.2,575.1,575.1,,670.9,,
CHURU,CHURU,"28018"" N",28.0,18.0,"74058"" E",74.0,58.0,28.2,74.64444444444445,430.0,648.0,635.0,165.0,636.0,449.0,251.0,444.0,253.0,570.0,288.0,413.0,230.0,226.0,650.0,624.0,387.0,446.0,377.0,511.0,394.0,305.0,368.0,174.0,533.0,254.0,,385.0,224.3,424.4,355.7,288.4,373.2,175.5,664.0,690.2,473.4,549.1,283.0,291.0,191.1,297.7,499.3,270.0,225.9,303.2,,207.9,677.7,359.3,357.3,456.2,304.4,304.4,326.0,363.5,,
RAJGARH,CHURU,"28038"" N",28.0,38.0,"75023"" E",75.0,23.0,28.42222222222222,75.25555555555556,431.0,680.0,564.0,315.0,648.0,532.0,341.0,437.0,427.0,366.0,210.0,465.0,187.0,121.0,496.0,457.0,358.0,369.0,315.0,324.0,389.0,299.0,428.6,262.0,737.0,230.0,267.0,454.0,277.0,560.0,687.0,164.0,239.0,310.0,971.5,918.0,570.0,651.0,331.0,365.0,291.9,452.5,508.0,236.0,158.5,445.3,,143.3,509.0,300.0,687.1,312.9,553.1,553.1,392.1,516.6,,
RATANGARH,CHURU,"28005"" N",28.0,5.0,"74037"" E",74.0,37.0,28.055555555555557,74.41111111111111,400.0,533.0,713.0,245.0,431.0,415.0,226.0,217.0,250.0,446.0,78.0,297.0,184.0,231.0,352.0,541.0,336.0,570.0,359.0,283.0,562.0,120.0,238.0,174.0,430.0,136.0,186.0,240.0,248.0,532.0,341.0,468.5,319.5,256.5,717.5,656.9,675.4,675.1,275.2,397.8,145.9,437.7,616.4,150.8,237.3,460.7,,253.3,642.3,322.2,392.5,434.1,684.6,184.6,543.9,334.5,,
SARDARSHAHAR,CHURU,"28026"" N",28.0,26.0,"74029"" E",74.0,29.0,28.288888888888888,74.32222222222222,283.0,591.0,556.0,220.0,502.0,303.0,243.0,355.0,151.0,366.0,110.0,336.0,317.0,170.0,383.0,404.0,400.0,359.0,392.0,283.0,489.0,203.0,282.0,252.0,600.0,138.0,291.5,233.4,289.0,592.0,541.0,446.5,422.0,163.0,645.3,564.0,621.0,653.0,297.2,273.5,177.0,216.7,400.0,237.0,223.5,406.8,,290.9,455.0,166.5,299.6,264.0,237.7,237.7,500.5,214.1,,
SUJANGARH,CHURU,"27042"" N",27.0,42.0,"74029"" E",74.0,29.0,27.466666666666665,74.32222222222222,665.0,509.0,627.0,317.0,294.0,272.0,378.0,370.0,397.0,371.0,130.0,336.0,352.0,273.0,457.0,585.0,518.0,724.0,390.0,370.0,609.0,391.0,422.0,303.0,461.0,362.0,335.0,264.0,243.0,456.0,372.0,450.2,430.8,65.2,496.0,1057.7,486.0,845.0,378.0,535.7,159.1,464.8,500.0,195.8,345.9,613.2,,261.1,467.2,321.9,267.9,441.8,237.7,237.7,640.2,607.6,,
TARANAGAR,CHURU,"28040"" N",28.0,40.0,"75002"" E",75.0,2.0,28.444444444444443,75.02222222222223,368.0,1001.0,802.0,327.0,525.0,460.0,344.0,312.0,310.0,363.0,157.0,776.0,127.0,250.0,523.0,623.0,349.0,487.0,568.0,247.0,276.0,334.0,399.0,226.0,507.0,210.0,282.0,278.0,275.0,742.0,383.0,319.0,300.0,170.0,1036.0,480.0,693.0,503.0,236.0,266.8,154.6,236.4,563.4,271.0,303.4,371.4,,146.0,487.5,272.2,525.1,235.0,339.1,339.1,281.2,201.6,,
BASWA,DAUSA,"27009"" N",27.0,9.0,"76035"" E",76.0,35.0,27.1,76.38888888888889,883.0,803.0,650.0,455.0,931.0,479.0,425.0,638.0,533.0,777.0,252.0,429.0,538.0,538.0,862.0,709.0,1123.0,1098.0,684.2,850.0,656.0,422.0,624.0,463.6,466.2,416.2,331.1,,496.6,913.5,413.3,519.5,588.1,467.0,525.6,812.5,589.5,946.2,388.1,534.2,547.5,722.6,753.2,786.0,330.8,653.2,,477.6,554.2,1164.1,917.9,,,1207.1,1024.8,833.3,,
DAUSA,DAUSA,"26054"" N",26.0,54.0,"76020"" E",76.0,20.0,26.6,76.22222222222223,630.0,918.0,718.0,379.0,810.0,562.0,373.0,698.0,572.0,658.0,300.0,505.5,488.0,464.0,762.0,631.5,690.0,1021.0,661.0,665.0,955.0,700.0,498.0,477.6,456.6,410.0,492.2,,520.0,1353.2,640.6,1206.8,773.4,495.7,792.1,1070.4,596.2,1363.2,604.6,540.8,607.4,753.1,580.3,522.3,381.0,800.6,,388.6,487.4,335.3,363.1,,644.2,644.2,557.1,818.4,,
LALSOT,DAUSA,"26033"" N",26.0,33.0,"76020"" E",76.0,20.0,26.366666666666667,76.22222222222223,1056.0,1133.0,1127.0,470.0,783.0,612.0,412.0,489.0,627.0,941.0,275.0,614.5,349.0,423.0,1047.0,971.0,742.0,863.0,767.0,678.0,675.2,660.1,594.0,508.0,417.0,434.0,383.0,,456.0,805.5,508.5,105705.0,521.0,409.0,775.0,1207.0,648.4,844.2,661.0,863.4,731.5,934.0,572.7,531.0,854.0,791.2,,279.3,553.1,436.6,558.3,,659.0,659.0,764.9,770.3,,
MAHUWA,DAUSA,"27003"" N",27.0,3.0,"76055"" E",76.0,55.0,27.033333333333335,76.61111111111111,901.0,536.0,541.0,419.0,802.0,718.0,472.0,965.0,490.0,722.0,176.5,617.0,465.0,610.0,1049.0,697.6,1607.0,1608.0,503.0,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKRAI,DAUSA,"26055"" N",26.0,55.0,"76042"" E",76.0,42.0,26.61111111111111,76.46666666666667,910.0,569.0,660.0,400.0,979.0,401.5,505.0,508.0,358.0,856.0,521.0,689.0,394.0,578.0,820.0,621.0,1153.0,1652.0,900.0,724.0,986.0,622.0,998.0,578.0,373.0,387.3,423.0,,272.0,208.0,205.4,,652.0,557.8,1429.6,1093.6,887.5,1012.1,644.5,599.5,916.8,669.4,600.5,654.0,372.0,1077.6,,510.3,737.8,751.5,437.0,,,835.4,534.5,656.1,,
BARI,DHOLPUR,"260 39"" N",26.0,39.0,"770 36"" E",77.0,36.0,26.433333333333334,77.4,834.0,658.0,712.0,496.0,1046.0,598.0,513.0,607.5,664.0,705.0,576.0,328.0,568.0,636.0,811.0,704.1,1104.9,1146.0,565.0,704.6,754.0,588.0,904.0,904.3,493.0,772.0,469.0,422.5,366.4,548.2,502.4,750.3,874.8,534.0,260.6,1152.0,1114.3,998.1,734.0,940.0,1190.0,866.5,812.0,814.4,659.7,922.7,,505.7,648.5,759.6,564.2,977.1,544.2,544.2,1192.5,1153.4,,
BASERI,DHOLPUR,"260 45"" N",26.0,45.0,"770 32"" E",77.0,32.0,26.5,77.35555555555555,1167.0,746.0,568.0,488.0,1093.0,472.0,455.0,609.2,620.0,525.0,404.0,716.5,450.0,539.0,556.0,467.0,764.0,692.5,422.3,254.0,564.5,255.5,581.5,178.0,310.0,283.5,361.0,338.0,272.4,422.5,423.9,450.0,518.6,349.8,338.0,530.8,562.8,740.0,612.0,607.6,565.7,617.0,593.6,674.0,683.9,970.6,,624.2,819.9,509.3,498.3,563.8,677.8,677.8,1216.1,1114.2,,
DHOLPUR,DHOLPUR,"260 42"" N",26.0,42.0,"770 53"" E",77.0,53.0,26.466666666666665,77.58888888888889,728.0,615.0,975.5,521.0,319.6,620.0,303.0,784.1,640.7,746.1,454.2,409.0,549.6,698.1,874.5,915.7,991.2,928.8,612.4,429.2,992.7,356.6,865.6,521.6,835.8,371.0,449.3,621.7,573.0,730.9,458.6,437.4,489.1,171.8,171.8,569.6,759.4,543.0,428.0,631.7,494.0,755.0,756.0,598.0,673.0,1284.3,,637.0,658.6,754.3,487.4,1114.9,827.3,827.3,1162.9,857.6,,
RAJAKHERA,DHOLPUR,"260 54"" N",26.0,54.0,"780 11"" E",78.0,11.0,26.6,78.12222222222222,839.0,646.0,798.0,533.0,1080.0,475.0,466.0,754.0,999.0,521.0,703.0,669.0,413.0,635.0,818.0,675.0,959.0,677.0,481.0,720.0,1511.0,647.0,615.0,314.0,459.0,268.0,404.0,599.0,341.0,498.7,461.9,839.2,629.6,399.6,416.0,934.1,763.5,486.9,724.2,634.9,417.7,873.0,595.9,785.9,509.3,756.9,,490.8,834.7,768.5,577.8,968.9,981.4,981.4,1148.2,699.8,,
SEPAU,DHOLPUR,"260 49"" N",26.0,49.0,"770 45"" E",77.0,45.0,26.544444444444444,77.5,744.0,486.0,693.0,456.0,804.0,357.0,394.0,673.0,507.0,552.0,446.0,559.5,434.0,768.0,781.0,668.0,950.0,805.0,467.0,484.0,644.0,323.0,736.0,372.0,574.0,474.5,519.0,695.0,1072.2,671.0,439.0,,402.0,138.6,568.0,1064.6,1168.0,749.0,455.0,739.1,458.0,714.0,645.0,665.0,591.3,22.0,,542.9,502.9,593.7,677.5,1124.5,607.3,607.3,1182.1,609.4,,
SIRMATHURA,DHOLPUR,"260 31"" N",26.0,31.0,"770 22"" E",77.0,22.0,26.344444444444445,77.24444444444444,801.0,626.0,691.0,583.0,900.1,341.0,282.0,418.0,411.0,735.0,912.0,561.0,,454.0,925.0,874.0,675.0,644.0,408.0,463.0,772.0,413.0,743.0,383.0,512.5,337.5,440.0,372.0,508.0,600.0,556.0,476.0,496.0,317.0,414.4,755.8,862.0,587.8,548.0,474.0,978.5,829.0,723.5,771.0,546.9,949.0,,648.4,1001.0,647.6,415.3,1072.0,449.6,449.6,825.2,877.9,,
TALABSHAHI*,DHOLPUR,0,,,,,,,,776.0,581.0,543.0,583.0,1081.0,407.6,400.0,505.0,643.0,622.2,201.0,415.0,,440.9,915.0,512.0,936.3,974.0,457.0,377.0,412.9,321.0,802.0,403.0,439.5,343.0,366.0,544.0,,,,320.1,469.4,297.5,571.2,10.0,756.2,2078.6,363.5,305.7,662.7,124.0,571.7,6765.1,901.0,1241.6,,588.6,,,,,199.7,199.7,,,,
ASPUR,DUNGARPUR,"230 58"" N",23.0,58.0,"740 04"" E",74.0,4.0,23.644444444444446,74.04444444444445,945.0,658.0,568.0,738.0,500.0,889.0,1494.0,517.0,800.0,644.0,450.0,704.0,340.0,563.0,783.0,792.0,816.0,580.0,1379.0,954.0,759.0,690.0,1156.0,754.0,521.0,878.0,501.0,426.0,915.7,842.1,508.0,537.0,556.0,519.0,910.0,815.0,849.0,898.5,757.0,1335.2,438.2,431.9,472.3,431.7,371.4,444.4,,321.4,510.0,718.6,636.2,662.9,474.7,474.2,840.1,466.2,,
CHIKHALI,DUNGARPUR,"230 50"" N",23.0,50.0,"740 06"" E",74.0,6.0,23.555555555555557,74.06666666666666,1113.0,768.0,578.0,702.0,558.0,943.0,1401.0,406.0,641.0,575.0,273.0,662.0,412.0,447.0,934.0,1066.0,781.0,572.0,865.0,581.0,,645.0,687.0,523.0,1088.0,698.0,694.0,472.0,932.0,911.2,886.0,452.0,566.0,,,,,,,,,,,,,,,,,,,,,,,,,
DEWAL,DUNGARPUR,"230 52"" N",23.0,52.0,"730 47"" E",73.0,47.0,23.57777777777778,73.52222222222223,649.0,,604.0,623.0,416.0,533.0,863.0,424.0,390.0,411.0,286.0,470.0,249.0,326.0,408.0,461.0,473.0,233.0,708.0,460.0,433.0,362.7,643.0,477.0,450.0,202.0,314.0,249.0,812.0,607.0,693.0,665.0,676.0,537.0,670.0,785.0,810.0,673.5,415.0,660.0,462.0,384.2,629.8,219.5,523.2,654.3,,349.5,412.9,711.8,445.2,758.3,601.0,601.0,647.7,446.0,,
DHAMBOLA,DUNGARPUR,"230 36"" N",23.0,36.0,"730 46"" E",73.0,46.0,23.4,73.5111111111111,1062.0,1044.0,614.0,831.0,421.0,982.0,1633.0,594.0,703.0,769.0,256.0,640.0,397.0,573.0,870.0,1033.0,858.0,834.0,1124.0,779.4,889.0,738.5,1065.0,726.4,1192.8,902.2,728.4,526.0,578.0,752.6,705.0,664.0,614.0,571.5,781.8,1258.0,1262.4,1124.5,1316.0,1235.5,485.5,5614.7,526.6,435.0,494.6,594.3,,447.9,382.4,789.1,359.2,676.3,504.6,504.6,959.7,397.1,,
DUNGARPUR,DUNGARPUR,"230 51"" N",23.0,51.0,"730 43"" E",73.0,43.0,23.566666666666666,73.47777777777777,1178.0,977.0,760.0,914.0,319.0,580.0,1611.0,572.0,675.0,708.0,369.0,791.0,485.0,388.0,714.5,753.0,794.0,495.7,1239.9,672.0,654.8,459.8,965.3,657.3,707.8,522.6,506.9,401.4,878.0,800.9,962.8,769.3,831.1,743.2,1292.0,1004.0,1044.7,910.0,451.6,973.6,722.4,686.8,701.3,454.3,789.8,559.7,,380.0,522.0,384.8,855.8,1035.6,644.1,644.1,1021.6,488.7,,
GALIAKOT,DUNGARPUR,"230 31"" N",23.0,31.0,"740 00"" E",74.0,0.0,23.344444444444445,74.0,1151.0,762.0,497.0,620.0,301.0,770.0,1671.0,617.0,1096.0,800.0,499.0,644.0,553.0,791.0,815.0,1027.0,1077.0,806.0,1353.0,837.0,742.0,792.0,929.0,523.0,935.0,745.0,629.0,436.0,900.0,773.6,590.2,921.5,837.0,654.0,893.0,986.0,1046.0,1261.0,504.0,1766.6,585.0,707.0,585.0,492.0,684.0,698.1,,501.5,334.2,845.5,687.8,1285.5,490.1,490.1,824.5,533.3,,
GANESHPUR,DUNGARPUR,"230 57"" N",23.0,57.0,"730 54"" E",73.0,54.0,23.633333333333333,73.6,738.0,881.0,489.0,623.0,387.0,559.0,1320.0,525.0,956.0,578.0,452.0,535.0,319.0,457.0,784.0,762.0,726.0,335.0,1090.0,729.0,601.0,639.0,879.0,710.0,699.0,406.0,400.0,381.0,813.0,873.0,678.0,544.0,438.0,571.0,737.0,788.0,882.0,999.8,535.0,1031.0,354.0,115.7,398.8,352.8,308.8,214.6,,172.7,522.0,716.3,687.8,724.1,461.7,461.7,678.5,374.3,,
KANBA,DUNGARPUR,0,,,0,,,,,616.0,1002.0,800.0,446.0,346.0,520.0,976.0,509.0,464.0,511.0,256.0,446.0,338.0,304.0,539.0,599.0,609.0,480.0,1531.5,729.0,940.0,599.5,1026.0,819.9,666.5,326.0,510.0,393.2,762.0,803.0,758.0,680.0,726.0,414.0,759.0,906.0,964.0,31.0,26.0,1040.8,413.0,629.5,556.4,375.9,406.4,759.0,,594.4,4238.1,717.4,493.3,802.3,587.1,587.1,652.8,490.1,,
NITHAWA,DUNGARPUR,"230 55"" N",23.0,55.0,"740 18"" E",74.0,18.0,23.61111111111111,74.2,1054.0,1204.0,489.0,812.0,624.0,653.0,1252.0,648.0,800.0,722.0,511.0,608.0,452.0,602.0,579.0,951.0,185.0,657.0,1312.0,1090.0,622.0,792.0,1033.0,656.0,789.0,635.0,678.0,429.0,842.6,749.0,617.0,629.0,566.0,655.0,867.0,876.0,930.0,377.1,357.5,861.4,382.2,586.9,556.4,253.5,334.6,484.6,,334.4,343.7,476.3,580.7,363.4,577.5,577.5,1296.5,408.9,,
SABLA,DUNGARPUR,"230 51"" N",23.0,51.0,"740 10"" E",74.0,10.0,23.566666666666666,74.11111111111111,895.0,2078.0,623.0,868.0,561.0,913.0,1434.0,621.0,841.0,721.0,449.0,523.0,349.0,628.0,605.0,739.0,987.0,440.0,1156.0,891.0,609.0,663.0,903.0,684.0,,754.0,579.0,340.0,877.0,739.0,527.0,708.0,511.0,591.0,847.0,953.0,1008.0,944.0,407.2,1018.0,421.2,304.9,330.5,337.4,403.7,518.3,,315.0,377.9,622.8,626.3,828.8,437.4,437.4,725.0,276.3,,
SAGWARA,DUNGARPUR,"230 41"" N",23.0,41.0,"740 02"" E",74.0,2.0,23.455555555555556,74.02222222222223,1112.0,1011.0,668.0,810.0,477.0,1056.0,1588.0,549.0,974.0,829.8,372.0,553.0,411.0,668.0,737.0,879.0,892.0,626.0,1257.0,611.0,631.0,642.0,938.7,743.2,740.1,936.6,589.4,309.2,1088.7,748.9,703.8,721.2,623.0,644.0,868.0,954.3,1128.0,1092.6,604.0,1263.6,560.0,729.8,841.8,576.5,619.0,632.2,,443.2,472.6,975.1,783.8,1027.4,736.1,736.1,865.2,541.7,,
VENJA,DUNGARPUR,0,,,,,,,,915.0,853.0,610.0,813.0,657.0,824.0,1611.0,388.0,688.0,795.0,390.0,593.0,499.0,617.0,1027.0,711.0,829.0,611.0,1038.0,528.2,590.0,465.0,1006.0,608.5,610.5,413.0,588.0,290.0,934.0,762.0,739.0,841.5,559.0,675.0,793.0,914.0,901.0,517.0,413.0,1153.0,612.0,519.4,858.2,409.6,505.0,612.7,,422.4,448.8,486.3,278.7,874.4,662.0,662.0,732.4,305.1,,
BHADRA,HANUMANGARH,"290 08"" N",29.0,8.0,"750 10"" E",75.0,10.0,29.08888888888889,75.11111111111111,322.0,445.0,638.0,161.0,520.0,474.0,410.0,404.0,151.0,328.0,240.0,412.0,137.0,171.0,477.0,738.0,340.0,506.0,583.0,387.0,435.0,303.0,489.0,154.0,469.0,203.0,163.0,392.0,355.0,557.0,428.0,307.0,372.0,151.0,887.0,510.0,223.0,554.0,173.0,208.0,335.0,480.0,676.0,350.0,160.0,333.0,,274.0,383.0,309.0,437.0,111.0,146.0,146.0,152.0,254.0,,
HANUMANGARH,HANUMANGARH,"290 35"" N",29.0,35.0,"740 19"" E",74.0,19.0,29.38888888888889,74.21111111111111,214.0,297.0,547.0,257.0,234.0,388.0,278.0,312.0,208.0,179.0,117.0,267.0,121.0,211.0,252.0,486.0,395.0,338.0,180.5,207.0,305.0,133.0,121.0,78.0,144.0,87.0,290.0,305.0,310.0,439.0,324.0,287.0,134.0,102.0,314.0,310.0,495.0,274.0,75.0,296.0,223.0,95.0,368.0,100.0,211.0,180.0,,171.0,292.0,310.0,143.0,182.0,230.0,230.0,139.0,212.0,,
NOHAR,HANUMANGARH,"290 11"" N",29.0,11.0,"740 46"" E",74.0,46.0,29.122222222222224,74.5111111111111,477.0,475.0,502.0,229.0,486.0,384.0,242.0,340.0,155.0,486.0,157.0,310.0,106.0,191.0,484.0,508.0,432.0,434.0,507.0,336.0,273.0,346.0,413.0,247.0,635.0,159.0,133.0,403.0,361.0,478.0,327.0,429.0,338.0,228.0,518.0,521.0,523.0,679.0,263.0,480.0,425.0,314.0,365.0,279.0,187.0,299.0,,197.0,383.0,263.0,286.0,165.0,279.0,279.0,199.0,339.0,,
SANGARIA,HANUMANGARH,"290 50"" N",29.0,50.0,"740 27"" E",74.0,27.0,29.555555555555557,74.3,319.0,586.0,444.0,345.0,597.0,530.0,339.0,218.0,357.0,494.0,90.0,456.0,222.0,215.0,537.0,493.0,342.0,414.0,374.0,228.0,256.0,140.0,268.0,113.0,287.0,342.0,304.0,365.0,183.0,509.0,282.0,301.0,269.0,241.0,414.0,522.0,394.0,229.0,85.0,268.0,359.0,172.0,254.0,,,364.0,,110.0,214.0,116.0,335.0,381.0,687.0,687.0,457.0,336.0,,
TIBI,HANUMANGARH,"290 32"" N",29.0,32.0,"740 30"" E",74.0,30.0,29.355555555555554,74.33333333333333,264.0,382.0,350.0,221.0,285.0,423.0,372.0,305.0,276.0,216.0,150.0,436.0,252.0,371.0,329.0,626.0,447.0,505.0,262.0,291.0,411.0,105.0,286.0,199.0,404.0,148.0,375.0,390.0,177.0,569.0,257.0,147.0,213.0,181.0,486.0,454.0,354.0,377.0,115.0,258.0,190.0,173.0,264.0,104.0,287.0,351.0,,37.0,275.0,176.0,120.0,183.0,,,,,,
AMBER,JAIPUR,"260 59"" N",26.0,59.0,"750 52"" E",75.0,52.0,26.655555555555555,75.57777777777778,788.5,589.0,731.0,280.0,552.0,529.0,354.0,470.0,790.0,688.0,235.0,432.0,293.0,410.0,723.0,766.2,916.4,1008.0,773.0,954.0,929.0,557.0,698.5,679.5,548.0,375.0,554.3,806.8,495.5,878.8,681.5,878.9,459.2,434.0,920.8,1086.0,614.0,985.5,671.3,674.4,386.0,802.5,651.0,454.6,499.9,667.4,,265.4,771.2,373.3,570.3,652.1,645.3,645.3,813.1,848.6,,
BAIRATH,JAIPUR,"270 27"" N",27.0,27.0,"760 11"" E",76.0,11.0,27.3,76.12222222222222,649.0,895.0,923.0,344.0,969.5,447.9,482.5,976.0,489.5,1084.0,262.0,628.5,472.0,594.0,774.2,,10.0,955.0,,752.5,826.0,,568.0,,792.1,383.3,356.0,,,863.2,434.0,675.7,396.2,370.3,535.5,828.8,488.5,585.5,351.0,604.5,550.5,631.0,612.5,577.0,495.0,1506.9,,324.0,799.9,720.9,698.1,589.7,488.8,488.8,831.7,612.7,,
BASSI,JAIPUR,"260 50"" N",26.0,50.0,"760 04"" E",76.0,4.0,26.555555555555557,76.04444444444445,518.0,621.0,945.0,349.0,579.0,486.0,295.5,634.0,591.0,645.0,201.0,401.0,312.0,370.1,1070.7,1086.8,1257.0,1283.0,1107.0,743.0,1323.0,704.1,925.0,331.0,196.0,119.6,147.0,324.0,144.5,441.0,481.0,1155.0,398.9,363.0,1028.6,1071.9,678.0,886.8,631.2,742.2,452.8,834.5,528.8,467.3,279.5,611.6,,242.2,526.9,475.6,452.6,,659.3,659.3,,,,
CHAKSU,JAIPUR,"260 36"" N",26.0,36.0,"750 57"" E",75.0,57.0,26.4,75.63333333333334,640.6,685.0,928.0,424.0,735.4,577.4,342.6,513.4,442.0,639.6,215.0,406.8,356.0,427.0,624.6,718.5,1153.0,550.5,415.0,309.6,546.0,528.8,519.8,369.1,306.0,307.2,451.5,393.4,136.1,717.1,879.8,1079.9,502.5,688.2,497.0,903.0,667.2,928.6,560.8,278.0,383.2,972.0,716.0,758.5,511.2,712.0,,196.6,743.0,596.7,649.6,1263.6,578.5,578.5,541.8,894.9,,
CHOMU,JAIPUR,"270 10"" N",27.0,10.0,"750 43"" E",75.0,43.0,27.11111111111111,75.47777777777777,535.0,700.0,737.0,271.0,424.0,333.0,209.0,306.0,296.0,851.0,205.0,504.0,325.0,355.4,611.0,554.0,998.0,733.0,606.0,512.0,710.0,480.0,612.6,698.0,294.0,303.0,346.0,978.7,654.0,869.0,344.6,559.9,424.2,362.9,646.8,859.8,480.2,890.2,386.4,720.0,321.4,862.2,555.2,394.3,412.1,737.7,,256.3,810.2,390.2,588.8,,,,,,,
DUDU ( MOZMABAD ),JAIPUR,"260 41"" N",26.0,41.0,"750 14"" E",75.0,14.0,26.455555555555556,75.15555555555555,349.0,793.0,627.0,279.0,547.0,288.0,287.0,344.0,581.0,483.2,181.2,334.3,237.8,358.0,393.1,701.0,773.5,856.9,448.4,356.2,508.9,493.7,410.8,321.2,430.0,410.6,,239.6,330.0,749.3,496.0,667.2,579.0,423.0,576.5,859.0,601.0,877.5,819.8,656.9,182.4,1084.8,267.6,444.9,365.8,580.0,,278.7,596.1,382.3,316.2,,334.4,334.4,586.0,720.8,,
JAIPUR,JAIPUR,"260 55"" N",26.0,55.0,"760 50"" E",76.0,50.0,26.61111111111111,76.55555555555556,1084.0,660.0,659.0,306.0,572.0,521.0,335.0,408.6,807.0,511.0,222.4,426.8,346.2,437.0,696.0,715.0,887.0,754.8,713.0,493.0,742.0,561.0,,317.5,410.3,399.1,531.5,694.3,,681.6,60.5,804.1,465.0,545.5,932.8,1155.8,703.0,1081.2,564.5,982.8,,1017.7,708.6,388.1,408.4,551.3,,247.8,883.8,332.8,514.8,638.0,661.3,661.3,338.9,795.6,,
