Station Name,District,Longitude,Unnamed: 4,Unnamed: 5,Latitude ,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,Unnamed: 68,Unnamed: 69
JAMWA RAMGARH,JAIPUR,"270 04"" N",27.0,4.0,"760 02"" E",76.0,2.0,27.044444444444444,76.02222222222223,599.0,577.0,1039.0,521.0,1160.0,673.5,460.0,980.0,1061.0,1068.0,341.0,406.0,569.0,451.0,613.0,818.4,1092.1,916.4,488.2,510.2,668.0,503.5,488.7,435.5,520.0,286.1,403.5,717.7,429.4,875.1,420.2,764.1,510.1,434.7,1001.4,1026.9,642.7,1173.2,771.5,388.2,456.7,864.5,795.7,352.1,423.8,583.9,,439.0,598.6,447.5,481.5,417.8,399.4,399.4,620.8,688.4,,
KOTPUTLI,JAIPUR,"270 43"" N",27.0,43.0,"760 13"" E",76.0,13.0,27.477777777777778,76.14444444444445,649.0,659.0,816.0,318.0,897.0,691.0,520.0,776.0,422.0,837.0,190.0,579.8,502.1,471.0,625.0,897.5,1234.6,870.7,602.0,751.0,528.9,403.0,444.0,190.0,1180.0,332.4,276.3,553.2,,899.0,385.0,419.0,646.0,236.5,577.5,1138.0,513.0,718.5,370.3,657.7,507.4,781.0,684.6,488.2,407.0,949.5,,443.8,795.1,486.8,434.4,664.7,639.5,639.5,659.4,761.5,,
NARAINA,JAIPUR,"260 48"" N",26.0,48.0,"750 13"" E",75.0,13.0,26.533333333333335,75.14444444444445,468.4,735.0,823.2,242.0,651.4,392.8,337.5,282.2,491.8,334.9,,473.6,191.6,206.7,391.1,624.2,734.8,658.3,586.2,518.8,597.1,376.3,471.5,376.4,275.2,214.8,398.3,345.1,220.2,732.7,587.0,,285.5,314.9,416.0,817.6,461.4,958.0,779.3,465.7,118.5,762.8,504.2,358.4,328.2,876.6,,537.0,756.2,421.6,392.1,,84.0,84.0,,,,
PAOTA,JAIPUR,"260 52"" N",26.0,52.0,"760 56"" E",76.0,56.0,26.57777777777778,76.62222222222222,664.0,781.0,329.0,326.0,934.0,744.0,661.0,1118.0,649.0,982.0,,177.0,749.0,570.0,648.0,1105.0,1186.0,806.6,,1003.0,804.8,559.0,750.6,865.9,968.2,423.6,273.3,840.8,,1082.3,745.8,,289.9,40.5,662.0,1150.3,509.0,867.7,147.0,575.6,474.0,916.0,248.5,419.0,280.6,861.0,,460.0,839.4,495.7,561.5,,701.4,701.4,,,,
PHAGI,JAIPUR,"260 35"" N",26.0,35.0,"750 34"" E",75.0,34.0,26.38888888888889,75.37777777777778,609.0,608.0,810.0,355.0,578.0,398.0,360.0,55.4,624.1,434.0,,448.8,280.6,415.0,515.4,696.5,858.8,834.0,621.6,311.1,611.2,358.5,403.0,460.1,511.9,386.2,364.6,379.8,267.0,826.5,622.4,926.1,494.4,527.3,493.3,902.5,704.0,871.2,836.8,672.5,254.1,1058.1,491.2,481.5,411.4,776.8,,231.3,545.4,279.0,393.0,,273.3,273.3,429.3,683.0,,
PHULERA,JAIPUR,"260 45"" N",26.0,45.0,"750 14"" E",75.0,14.0,26.5,75.15555555555555,515.0,765.0,872.0,250.5,585.0,340.2,231.7,360.5,518.4,475.3,,454.0,224.4,376.4,609.0,802.0,868.0,760.3,503.7,540.0,519.0,,505.0,428.0,247.2,236.4,369.7,403.0,283.0,690.0,558.4,454.0,482.0,358.2,364.0,706.0,456.2,522.2,311.0,544.3,215.9,735.0,389.1,343.4,377.0,591.9,,236.6,534.8,416.0,382.2,,,,632.1,711.1,,
SAMBHAR,JAIPUR,"260 55"" N",26.0,55.0,"750 11"" E",75.0,11.0,26.61111111111111,75.12222222222222,612.0,715.8,729.5,377.0,677.4,395.0,292.0,457.6,486.2,562.0,,584.2,590.2,586.4,471.0,661.8,1024.1,794.7,502.8,473.1,532.7,,697.6,434.6,222.6,270.4,453.7,447.5,301.2,1021.8,644.5,639.7,447.1,383.2,376.9,767.7,585.6,1146.9,772.0,486.2,203.7,812.3,548.7,267.1,452.4,592.7,,230.0,510.7,345.2,436.9,,231.2,231.2,,,,
SANGANER,JAIPUR,"260 48"" N",26.0,48.0,"750 47"" E",75.0,47.0,26.533333333333335,75.52222222222223,907.0,646.0,750.0,328.2,572.0,553.3,407.0,,805.0,,,582.0,455.0,316.1,619.0,808.0,706.5,604.3,569.8,589.6,724.8,,666.5,571.7,516.8,283.6,467.5,403.0,329.4,862.4,210.4,1080.9,206.0,241.1,648.5,846.1,539.0,888.9,578.2,754.4,409.7,970.8,632.6,439.1,343.3,663.3,,318.2,657.8,695.0,588.4,,547.5,547.5,533.0,762.1,,
SHAHPURA,JAIPUR,0,,,,,,,,673.0,899.0,980.0,328.2,942.9,363.7,549.0,,670.0,,,,396.0,500.0,628.0,765.0,897.0,922.0,544.5,,503.2,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHGARH,JAISALMER,"260 30"" N",26.0,30.0,"710 11"" E",71.0,11.0,26.333333333333332,71.12222222222222,335.0,493.0,396.0,97.0,342.0,187.0,527.0,190.0,148.0,324.0,44.5,333.0,368.0,233.0,318.0,187.0,211.0,234.2,287.7,274.0,105.5,81.0,202.0,73.0,83.0,30.0,,22.0,69.0,67.0,83.0,23.0,,98.0,146.0,143.4,340.0,139.0,45.0,332.0,148.0,89.2,125.0,,,100.5,,40.8,97.0,16.2,124.0,406.1,156.1,156.1,187.4,242.9,,
JAISALMER,JAISALMER,"260 55"" N",26.0,55.0,"700 55"" E",70.0,55.0,26.61111111111111,70.61111111111111,219.0,277.0,309.0,91.0,173.5,195.2,512.8,220.5,47.3,178.0,63.0,321.0,145.0,372.0,333.0,185.0,190.0,320.5,196.0,370.7,228.6,129.5,88.3,137.0,228.0,39.0,65.0,76.0,132.5,267.0,176.5,230.5,142.5,188.5,215.0,129.0,36805.0,408.6,30.5,285.5,65.2,107.8,231.8,26.4,83.0,167.3,,118.0,110.8,62.5,255.3,532.2,134.1,134.1,235.5,206.9,,
POKARAN,JAISALMER,"260 56"" N",26.0,56.0,"710 55"" E",71.0,55.0,26.622222222222224,71.61111111111111,259.0,487.0,540.0,84.0,423.0,401.0,141.0,154.0,85.0,194.0,48.5,294.3,208.0,267.0,328.0,211.5,433.0,237.0,459.0,147.5,116.5,84.0,118.0,108.0,179.5,130.5,102.0,175.5,171.0,434.0,135.0,108.9,207.5,178.0,138.0,203.5,363.0,339.5,62.0,141.1,88.6,154.4,190.2,29.0,38.0,152.6,,218.3,153.4,84.8,190.8,287.5,154.0,154.0,130.1,229.5,,
RAMGARH,JAISALMER,"270 22"" N",27.0,22.0,"700 30"" E",70.0,30.0,27.244444444444444,70.33333333333333,183.0,162.0,386.0,100.0,139.0,178.0,157.0,57.0,29.0,212.0,9.0,121.0,34.0,182.0,273.0,230.0,116.8,162.2,326.6,154.0,154.0,36.0,246.5,259.4,42.0,15.0,125.0,60.0,66.0,136.0,72.0,127.0,75.0,128.0,235.0,247.0,173.0,240.6,33.8,244.1,27.0,154.0,121.5,2.0,13.0,165.2,,86.5,184.2,100.3,92.3,299.8,45.4,45.4,72.5,83.8,,
SAM,JAISALMER,"260 50"" N",26.0,50.0,"700 30"" E",70.0,30.0,26.555555555555557,70.33333333333333,131.5,104.0,226.5,64.5,88.0,184.2,256.0,114.0,77.0,163.0,51.0,79.0,78.0,373.0,204.1,246.0,116.0,233.0,212.0,177.5,326.0,63.0,192.0,215.2,180.0,,131.5,22.0,142.0,246.0,134.0,50.0,,166.0,165.0,123.0,203.0,440.0,71.0,1304.0,40.8,295.8,331.3,8.0,30.0,90.7,,89.5,133.1,82.6,270.9,633.5,87.1,87.1,125.0,176.3,,
NOKH,JAISALMER,"270 34"" N",27.0,34.0,"720 16"" E",72.0,16.0,27.377777777777776,72.17777777777778,263.0,326.0,395.0,175.0,181.0,385.0,59.0,275.0,91.0,209.0,48.0,155.0,279.0,208.9,336.0,282.5,522.0,269.0,228.0,268.0,453.4,97.0,140.0,99.0,82.0,74.0,167.3,94.0,88.0,335.0,167.0,201.0,148.0,162.0,108.0,189.0,275.0,142.0,94.0,108.6,56.4,214.0,216.0,70.0,45.0,119.0,,,,,,,,,,,,
AHORE,JALORE,"250 20"" N",25.0,20.0,"720 45"" E",72.0,45.0,25.22222222222222,72.5,410.2,529.1,548.8,149.6,261.0,412.0,689.0,440.0,342.5,721.8,126.2,333.8,293.4,307.8,269.2,705.4,344.0,528.8,616.3,301.4,793.0,104.4,746.9,378.6,329.0,129.0,189.9,188.0,286.0,536.0,296.3,202.3,184.0,611.0,424.4,477.4,569.0,763.6,154.2,718.1,473.2,395.8,504.7,129.0,155.3,523.7,,335.0,380.0,292.0,170.3,512.5,371.3,371.3,286.5,375.0,,
BHINMAL,JALORE,"250 01"" N",25.0,1.0,"720 16"" E",72.0,16.0,25.011111111111113,72.17777777777778,296.0,756.0,733.0,216.0,383.0,455.0,1031.0,484.4,335.0,717.4,141.6,296.0,384.5,204.3,251.0,709.4,268.8,400.0,674.8,314.0,784.8,158.3,1064.7,31209.0,356.4,48.8,132.4,206.1,231.4,787.0,509.6,290.5,139.2,472.8,473.1,569.1,493.8,827.8,143.0,809.4,419.8,201.1,478.8,125.9,51.0,457.6,,401.8,545.6,260.0,156.5,384.7,369.2,369.2,282.7,289.3,,
JALORE,JALORE,"250 21"" N",25.0,21.0,"720 37"" E",72.0,37.0,25.233333333333334,72.41111111111111,196.8,582.4,534.8,198.6,343.6,368.0,712.7,320.6,314.2,660.6,171.2,340.0,311.4,326.4,326.8,627.0,341.7,580.1,732.4,394.6,745.0,164.0,1047.4,262.0,317.8,148.8,297.9,303.0,246.7,885.7,273.9,267.0,172.6,585.0,544.9,542.4,443.7,720.8,133.2,869.4,453.0,367.5,474.5,51.3,100.4,433.9,,349.5,293.5,212.0,192.4,619.8,342.4,342.4,425.0,334.1,,
JASWANTPURA,JALORE,"240 48"" N",24.0,48.0,"720 28"" E",72.0,28.0,24.533333333333335,72.31111111111112,324.0,773.0,1035.0,180.0,466.0,482.4,933.0,615.0,225.0,630.7,347.0,602.0,285.0,240.0,222.0,566.0,371.0,273.0,760.0,682.0,1120.0,123.0,1037.0,326.0,353.3,100.2,141.0,258.0,348.0,534.0,285.0,269.5,267.0,565.0,576.0,837.8,1084.0,860.6,142.0,1172.0,381.0,266.0,560.0,,122.0,597.0,,432.0,222.2,353.7,,,593.1,593.1,369.9,394.3,,
SANCHORE,JALORE,"240 45"" N",24.0,45.0,"710 46"" E",71.0,46.0,24.5,71.5111111111111,263.0,675.0,938.0,128.0,332.0,332.0,810.0,352.0,249.0,840.0,60.1,238.0,285.0,236.2,339.0,673.0,268.0,363.0,600.0,370.3,667.0,225.0,933.0,428.6,481.8,28.4,162.3,198.0,405.5,694.6,412.7,462.7,140.0,293.6,376.4,876.0,565.0,876.7,101.6,580.4,233.5,240.7,652.0,72.9,37.0,352.5,,278.0,349.2,175.7,274.1,684.5,309.9,309.9,291.9,242.3,,
JHALAWAR ,JHALAWAR ,"240 36"" N",24.0,36.0,"760 09"" E",76.0,9.0,24.4,76.1,645.0,1420.0,641.0,,,,1614.5,814.0,967.0,938.0,588.0,917.0,660.0,1190.0,602.0,1247.2,1282.4,1012.1,987.0,1113.6,836.0,714.8,1036.6,568.4,788.4,927.4,1492.5,1073.4,756.9,801.5,956.4,709.0,532.2,129.3,861.0,849.4,595.0,992.6,883.0,1265.0,788.0,1515.0,1035.2,1266.7,375.0,801.4,,704.5,645.9,811.6,901.3,1528.2,882.4,882.4,956.1,922.0,,
DUG,JHALAWAR ,"230 56"" N",23.0,56.0,"750 50"" E",75.0,50.0,23.622222222222224,75.55555555555556,946.0,1277.0,559.0,,,,1149.2,487.0,1058.0,515.0,522.0,689.0,611.0,1071.0,378.7,1024.9,938.4,919.8,866.2,671.4,393.2,654.8,758.7,398.5,307.8,613.6,,662.6,808.0,825.0,862.4,583.0,531.4,442.4,1021.7,769.1,1121.7,1035.7,1087.0,2241.3,544.3,1275.6,781.3,2151.7,757.9,654.4,,689.1,736.4,907.8,1189.1,1599.4,780.5,780.5,941.5,859.6,,
PIRAWA,JHALAWAR ,"240 10"" N",24.0,10.0,"760 02"" E",76.0,2.0,24.11111111111111,76.02222222222223,916.0,1051.8,719.0,,,,1316.2,682.2,,771.0,0.0,982.4,675.2,1077.2,764.9,1034.0,1302.6,745.3,1102.9,1210.0,849.5,883.3,1050.5,924.0,1164.0,1211.0,1582.0,1459.3,1374.8,1189.0,1535.0,707.0,707.0,851.4,754.0,1082.0,1241.0,1302.0,1448.8,1778.0,801.9,1370.9,1065.2,1349.1,660.5,744.6,,496.5,553.8,710.1,1206.2,1401.4,828.1,828.1,1038.2,608.4,,
BAKANI,JHALAWAR ,"240 18"" N",24.0,18.0,"760 14"" E",76.0,14.0,24.2,76.15555555555555,785.3,1337.7,721.3,,,,1826.8,751.8,1019.4,939.0,433.0,1243.0,792.4,1161.4,651.0,1284.0,1614.2,900.0,1290.2,1120.8,1243.2,802.0,1010.8,910.0,956.9,1246.2,1232.3,998.6,826.0,848.7,1078.5,480.8,595.8,608.9,810.0,1057.0,911.0,1106.0,888.9,1487.4,525.0,1348.3,971.6,1581.0,689.7,776.8,,531.3,578.3,500.3,1162.4,1316.4,1005.6,1005.6,1188.7,642.1,,
AKLERA,JHALAWAR ,"240 25"" N",24.0,25.0,"760 34"" E",76.0,34.0,24.27777777777778,76.37777777777778,764.0,1473.0,666.0,,,,1258.1,667.0,746.0,766.0,413.5,880.0,782.2,1082.0,760.0,1080.4,118.6,825.8,987.7,1015.0,749.5,776.0,1114.8,799.0,800.2,1204.8,1164.1,1216.5,838.0,958.0,1327.1,579.8,809.6,670.0,863.0,971.6,696.0,817.4,1020.9,1340.4,712.7,1398.5,931.8,1216.3,703.6,1010.2,,454.6,792.4,755.0,795.6,1542.1,826.3,826.3,1328.3,770.7,,
MANOHARTHANA,JHALAWAR ,"240 44"" N",24.0,44.0,"760 23"" E",76.0,23.0,24.488888888888887,76.25555555555556,819.0,1430.5,576.7,,,,959.1,575.0,,511.0,,1049.8,1016.2,1368.2,801.8,1116.3,1569.4,856.8,996.0,1331.6,843.6,1309.8,1407.4,594.7,989.9,1309.0,1191.0,1707.6,939.0,1075.6,1166.2,1007.1,720.1,613.6,928.0,1183.7,1093.8,138.4,573.5,1646.0,580.6,1300.0,1538.8,1211.1,697.2,1288.2,,982.2,1065.5,555.8,1119.6,1585.1,1000.6,1000.6,1114.2,884.9,,
KHANPUR ,JHALAWAR ,"240 14"" N",24.0,14.0,"760 48"" E",76.0,48.0,24.155555555555555,76.53333333333333,587.0,1302.0,746.2,,,,1025.6,804.0,,871.0,311.8,1202.4,1022.4,1006.9,809.8,935.8,1139.1,857.2,976.6,796.8,696.8,840.0,969.2,554.0,707.8,938.1,1072.5,858.4,722.8,706.2,908.2,738.1,585.7,556.0,792.6,685.1,879.0,1004.0,898.3,1108.5,561.7,1091.7,633.4,1161.4,496.5,949.9,,372.0,869.2,724.3,905.1,1386.4,885.8,885.8,884.1,800.0,,
JHALRAPATAN,JHALAWAR ,"240 33"" N",24.0,33.0,"760 10"" E",76.0,10.0,24.366666666666667,76.11111111111111,581.0,1047.2,524.6,,,,1560.2,743.0,929.2,935.2,559.8,924.6,655.2,1205.8,594.3,1168.2,1247.8,828.2,914.8,943.8,869.0,741.0,792.9,478.8,955.6,1247.7,1890.8,1331.2,1082.6,920.2,1207.8,714.1,454.9,576.0,1082.6,894.2,679.8,1204.0,903.0,1228.4,840.9,1097.2,1099.4,1454.7,498.2,856.3,,625.8,783.0,971.8,949.7,1416.9,970.6,970.6,1107.0,690.1,,
ASNAWAR,JHALAWAR ,"240 23"" N",24.0,23.0,"750 49"" E",75.0,49.0,24.255555555555556,75.54444444444445,626.0,1274.0,628.0,,,,1615.0,721.0,956.0,848.0,546.0,957.9,668.0,1295.8,781.4,1384.8,1216.8,819.0,893.2,1146.7,938.2,697.2,1160.1,467.0,1021.8,915.0,,,,,,,585.7,54.0,841.2,774.8,765.9,1118.1,873.5,713.8,349.1,1750.5,1262.4,1356.8,653.0,995.6,,,336.4,667.9,808.2,1773.2,894.5,894.5,863.4,720.5,,
PACHPAHAR,JHALAWAR ,"240 28"" N",24.0,28.0,"760 20"" E",76.0,20.0,24.31111111111111,76.22222222222223,792.0,1015.0,519.0,,,,1358.8,713.0,,562.2,298.7,1121.0,584.2,1166.6,684.0,901.6,1179.6,694.0,1069.0,1103.0,1022.6,630.2,844.4,712.6,874.8,886.8,1242.6,1288.6,802.0,747.2,982.8,595.0,712.5,516.4,955.6,908.8,1154.9,886.9,1035.8,1115.8,538.2,1097.2,833.4,1320.6,487.9,869.3,,762.3,203.5,742.3,786.4,1124.1,609.5,609.5,986.8,558.7,,
GANGDHAR,JHALAWAR ,"230 57"" N",23.0,57.0,"750 37"" E",75.0,37.0,23.633333333333333,75.41111111111111,905.0,976.5,539.0,,,,1182.5,519.0,1000.0,582.4,563.2,559.0,520.0,987.0,856.6,1071.0,1193.6,1066.2,1178.9,815.1,576.0,821.0,823.1,649.0,759.5,803.4,1139.0,879.0,1112.6,1259.1,756.2,601.5,609.7,517.4,855.0,710.0,1150.3,851.2,981.0,1709.2,582.9,1072.5,741.7,1141.0,826.9,859.6,,429.9,547.9,756.3,217.8,1340.1,734.9,734.9,837.3,623.3,,
CHIRAWA,JHUNJHUNU,"280 14"" N",28.0,14.0,"750 39"" E",75.0,39.0,28.155555555555555,75.43333333333334,319.0,545.0,566.0,274.0,681.0,480.0,547.0,386.0,364.0,553.0,165.0,475.0,363.0,338.0,566.0,598.0,746.0,562.0,446.0,575.0,376.0,355.0,381.0,170.0,588.6,235.6,192.0,449.4,269.9,385.8,445.7,237.5,421.8,234.3,789.9,664.5,687.4,525.6,228.3,618.5,347.3,813.0,668.2,611.9,290.0,608.8,,190.7,477.0,374.7,502.1,414.7,308.6,308.6,416.8,420.8,,
JHUNJHUNU,JHUNJHUNU,"280 08"" N",28.0,8.0,"750 23"" E",75.0,23.0,28.08888888888889,75.25555555555556,427.0,646.0,828.0,214.0,610.0,442.0,356.0,261.0,202.0,270.0,123.0,397.0,249.0,204.0,444.0,521.0,549.0,591.0,548.0,401.0,509.0,337.0,277.0,189.0,578.5,209.5,,272.0,293.0,490.0,368.0,248.5,324.0,225.5,668.0,607.4,525.5,586.0,287.3,379.6,234.2,527.6,473.7,429.7,306.5,667.0,,181.3,548.1,348.0,635.6,442.3,385.0,385.0,357.8,543.8,,
KHETRI,JHUNJHUNU,"280 00"" N",28.0,0.0,"750 48"" E",75.0,48.0,28.0,75.53333333333333,519.0,645.0,944.0,557.0,800.0,413.0,433.0,447.0,370.0,693.0,234.0,621.0,400.0,471.0,461.0,628.0,1115.0,837.0,675.0,770.0,529.0,400.0,419.0,291.0,745.5,298.0,417.6,658.1,376.2,76.2,546.6,309.2,501.2,297.1,802.9,1252.4,821.1,775.3,445.3,572.2,384.6,653.7,598.6,480.2,499.0,726.4,,353.6,848.9,461.6,473.7,482.0,526.8,526.8,498.4,662.8,,
UDAIPURWATI,JHUNJHUNU,"270 43"" N",27.0,43.0,"750 29"" E",75.0,29.0,27.477777777777778,75.32222222222222,540.0,643.0,813.0,187.0,595.0,538.0,407.0,437.0,404.0,649.0,211.0,369.0,320.0,318.0,554.0,790.0,1191.0,1010.0,527.0,688.0,599.0,374.5,490.0,316.0,628.0,280.0,360.0,596.0,452.0,720.0,573.8,368.0,370.0,387.0,,879.0,593.0,862.0,578.0,493.0,272.2,564.7,517.0,339.0,542.0,641.9,,327.5,762.9,325.7,,586.9,360.9,360.9,389.3,369.7,,
BILARA,JODHPUR,"260 11"" N",26.0,11.0,"730 42"" E",73.0,42.0,26.122222222222224,73.46666666666667,395.0,476.0,339.0,128.0,384.0,417.0,455.0,510.0,496.0,353.0,149.0,336.0,274.0,524.0,321.0,588.0,357.0,581.0,571.0,256.0,496.0,303.4,628.0,341.6,442.9,201.5,278.0,279.0,318.0,703.1,408.0,182.0,245.1,1063.9,285.5,653.9,760.0,1056.5,315.8,622.8,161.0,429.9,642.6,233.0,278.6,558.2,,472.2,490.7,233.1,314.3,477.5,309.4,309.4,303.1,343.5,,
JODHPUR,JODHPUR,"260 18"" N",26.0,18.0,"730 02"" E",73.0,2.0,26.2,73.02222222222223,480.0,314.0,511.0,156.0,475.9,205.0,210.0,283.0,182.0,359.0,91.0,527.0,273.0,357.5,577.0,572.1,521.1,374.0,396.0,232.0,526.0,232.58,815.0,304.0,322.3,165.0,175.0,196.8,220.5,526.0,451.2,279.4,250.2,527.2,386.0,386.2,645.1,708.9,194.4,651.8,237.0,268.5,631.8,103.7,187.2,610.8,,284.9,373.2,259.0,280.1,354.8,218.2,218.2,307.1,272.4,,
OSIAN,JODHPUR,"260 43"" N",26.0,43.0,"720 55"" E",72.0,55.0,26.477777777777778,72.61111111111111,416.0,314.0,435.0,139.0,270.5,200.0,205.0,262.0,192.0,483.0,94.0,322.0,192.0,298.0,431.0,387.0,478.0,428.0,544.0,201.0,424.0,211.0,346.0,256.0,269.0,140.0,173.0,164.0,255.2,378.0,313.0,204.0,340.6,258.5,369.33,348.9,361.0,615.0,298.4,340.2,202.3,226.3,375.4,128.0,213.0,346.0,,299.9,200.2,98.6,215.7,283.8,190.1,190.1,190.4,237.0,,
PHALODI,JODHPUR,"270 08"" N",27.0,8.0,"720 22"" E",72.0,22.0,27.08888888888889,72.24444444444444,172.0,293.0,314.0,64.0,207.0,204.0,142.0,111.0,79.0,221.0,63.0,251.0,146.0,156.0,233.0,287.0,265.0,143.0,311.0,178.0,252.0,55.5,250.0,140.0,166.0,227.8,168.0,196.5,145.0,546.0,257.0,195.0,217.0,254.0,227.0,255.0,383.0,433.6,206.9,354.3,105.7,187.7,374.3,134.2,98.0,215.4,,201.0,346.6,154.3,365.7,316.5,170.9,170.9,238.2,216.7,,
SHERGARH,JODHPUR,"260 20"" N",26.0,20.0,"720 18"" E",72.0,18.0,26.22222222222222,72.2,279.5,566.0,676.5,67.0,255.0,359.0,221.0,109.0,103.0,353.0,72.8,346.0,232.0,235.0,240.0,323.0,385.0,377.0,293.6,239.6,374.0,204.0,403.2,229.8,274.8,77.9,64.2,182.3,110.0,355.0,249.8,97.4,235.2,317.0,382.0,259.0,445.0,273.0,42.0,400.6,92.6,151.8,224.5,59.8,61.2,289.8,,170.0,172.3,119.8,191.5,305.3,229.1,229.1,249.3,199.9,,
BHOPALGARH,JODHPUR,0,,,0,,,,,387.0,502.0,494.0,197.6,557.0,422.0,268.0,285.0,285.0,398.0,98.0,397.0,303.0,309.0,367.0,602.0,536.5,577.0,608.0,268.0,510.0,318.0,303.0,266.0,236.0,116.0,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAROLI,KAROLI,"260 30"" N",26.0,30.0,"760 01"" E",76.0,1.0,26.333333333333332,76.0111111111111,614.3,500.0,1177.6,766.0,891.8,866.6,372.0,498.0,577.0,896.0,282.0,504.6,581.5,720.5,1063.7,959.0,986.0,1204.0,721.0,909.0,1216.0,404.0,702.0,484.0,660.0,541.0,537.0,810.0,462.0,1269.0,953.0,823.0,620.0,439.0,855.0,989.0,838.0,1329.0,555.0,816.0,912.0,1091.0,681.0,419.0,510.0,815.0,,504.0,797.0,567.0,643.0,932.0,499.0,499.0,888.0,834.0,,
HINDON,KAROLI,"260 43"" N",26.0,43.0,"770 01"" E",77.0,1.0,26.477777777777778,77.0111111111111,833.0,737.0,630.0,419.0,811.0,523.0,372.0,660.0,497.0,557.0,287.0,533.0,428.0,469.0,1019.0,638.0,909.0,983.0,614.0,297.0,520.0,360.0,528.0,233.0,382.0,340.0,229.0,452.0,276.0,503.0,1126.0,628.0,601.0,335.0,587.0,782.0,815.0,1018.0,719.0,743.0,847.0,1139.0,548.0,414.0,531.0,936.0,,436.0,670.0,474.0,381.0,1396.0,483.0,483.0,809.0,701.0,,
SAPOTARA,KAROLI,"260 17"" N",26.0,17.0,"760 45"" E",76.0,45.0,26.18888888888889,76.5,740.0,780.0,713.0,484.0,920.0,489.0,489.0,712.0,626.0,831.0,311.0,623.0,541.0,609.0,876.0,747.0,935.0,1519.0,673.0,660.0,1188.0,560.0,481.0,346.0,936.0,458.0,831.0,640.0,513.0,857.0,751.0,878.0,675.0,495.0,730.0,1189.0,985.0,1278.0,963.0,804.0,833.0,1134.0,1030.0,445.0,978.0,1095.0,,420.0,730.0,670.0,416.0,1216.0,633.0,633.0,841.0,952.0,,
TODABHIM,KAROLI,"260 55"" N",26.0,55.0,"760 49"" E",76.0,49.0,26.61111111111111,76.54444444444445,1393.0,737.0,628.0,430.0,968.0,554.0,382.0,622.0,307.0,752.0,163.0,542.0,406.0,475.0,907.0,654.0,947.0,1020.0,670.0,632.0,657.0,337.0,681.0,353.0,271.0,413.0,294.0,843.0,542.0,764.0,672.0,950.0,523.0,376.0,998.0,968.0,626.0,987.0,470.0,702.0,720.0,732.0,727.0,490.0,382.0,674.0,,593.0,870.0,604.0,428.0,1077.0,776.0,776.0,837.0,630.0,,
NADOTI,KAROLI,"260 43"" N",26.0,43.0,"760 44"" E",76.0,44.0,26.477777777777778,76.4888888888889,655.0,755.0,560.0,401.0,1250.0,528.0,516.0,634.0,469.0,891.0,264.0,600.0,339.0,543.0,1098.0,878.0,836.0,1012.0,426.0,360.0,696.0,325.0,434.0,204.0,541.0,307.0,398.0,419.0,500.0,953.0,726.0,920.0,472.0,299.0,862.0,699.0,769.0,887.0,411.0,745.0,864.0,700.0,731.0,450.0,474.0,665.0,,358.0,602.0,481.0,429.0,970.0,527.0,527.0,760.0,812.0,,
DIGOD,KOTA,"250 08"" N",25.0,8.0,"760 05"" E",76.0,5.0,25.08888888888889,76.05555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LADPURA ( KOTA ),KOTA,"240 53"" N",24.0,53.0,"750 57"" E",75.0,57.0,24.58888888888889,75.63333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPALDA,KOTA,"250 05"" N",25.0,5.0,"760 25"" E",76.0,25.0,25.055555555555557,76.27777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMGANJMANDI,KOTA,"240 38"" N",24.0,38.0,"750 56"" E",75.0,56.0,24.42222222222222,75.62222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGOD,KOTA,"240 56"" N",24.0,56.0,"760 17"" E",76.0,17.0,24.622222222222224,76.18888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDANA,KOTA,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
